logical_path,current_git,01-NUR-INTEGRATION-20260722,02-NUR-WT-BACKEND,03-NUR-G10-G15,04-NUR-FABLE-ROOT,05-NUR-FABLE-CONTROL-MATRIX,06-NUR-LIVE-TALK-PROOF,07-NUR-DEMO-TALK-FIXED,08-NUR-DEMO-COUSIN,09-NUR-OLDER-LOCAL,10-NUR-DOWNLOADS-SOURCE,n_snapshots,n_distinct_versions,verdict
apps/web/src/styles/v197-functional.css,12e802b7f3e3,2be2f717f4fb,2be2f717f4fb,2be2f717f4fb,2be2f717f4fb,2be2f717f4fb,12e802b7f3e3,2be2f717f4fb,2be2f717f4fb,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/styles/v197-star-seal.css,30cbad199989,30cbad199989,30cbad199989,30cbad199989,30cbad199989,30cbad199989,30cbad199989,30cbad199989,30cbad199989,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/styles/v197-universe-scoped.css,ABSENT,-,-,-,-,-,-,-,-,-,05db2ca7285e,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/styles/v197-universe.css,ABSENT,-,-,-,-,-,-,-,-,-,55e17d1f7ec8,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/test-setup.ts,ABSENT,-,-,-,-,-,-,-,-,-,90ec9100c29e,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/v197/accessibility.test.ts,ec15c910f9e9,ec15c910f9e9,ec15c910f9e9,ec15c910f9e9,ec15c910f9e9,ec15c910f9e9,ec15c910f9e9,ec15c910f9e9,ec15c910f9e9,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/adjunct-style.test.ts,6e6820563d8d,6e6820563d8d,6e6820563d8d,6e6820563d8d,6e6820563d8d,6e6820563d8d,6e6820563d8d,6e6820563d8d,6e6820563d8d,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/contract.test.ts,76a0e2b394da,76a0e2b394da,76a0e2b394da,76a0e2b394da,76a0e2b394da,76a0e2b394da,76a0e2b394da,76a0e2b394da,76a0e2b394da,-,32685ce934cf,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/v197/contract.ts,db708bb541a4,db708bb541a4,db708bb541a4,db708bb541a4,db708bb541a4,db708bb541a4,db708bb541a4,db708bb541a4,db708bb541a4,-,660a08e76ae5,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/v197/performance-profile.test.ts,36d60038ff64,36d60038ff64,36d60038ff64,36d60038ff64,36d60038ff64,36d60038ff64,36d60038ff64,36d60038ff64,36d60038ff64,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/phase1-host.test.ts,03399ec05a01,03399ec05a01,03399ec05a01,03399ec05a01,03399ec05a01,03399ec05a01,03399ec05a01,03399ec05a01,03399ec05a01,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/responsive-accessibility.test.ts,e997aa35dfd8,e997aa35dfd8,e997aa35dfd8,e997aa35dfd8,e997aa35dfd8,e997aa35dfd8,e997aa35dfd8,e997aa35dfd8,e997aa35dfd8,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/star-brain-placement.test.ts,62b9d0edea5d,62b9d0edea5d,62b9d0edea5d,62b9d0edea5d,62b9d0edea5d,62b9d0edea5d,62b9d0edea5d,62b9d0edea5d,62b9d0edea5d,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/star-seal.test.ts,a7487f4b1df8,a7487f4b1df8,a7487f4b1df8,a7487f4b1df8,a7487f4b1df8,a7487f4b1df8,a7487f4b1df8,a7487f4b1df8,a7487f4b1df8,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/stream-client.test.ts,11b067bb12e8,11b067bb12e8,11b067bb12e8,11b067bb12e8,11b067bb12e8,11b067bb12e8,11b067bb12e8,11b067bb12e8,11b067bb12e8,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/track-a-actions.test.ts,f77e2ddb3bb1,f77e2ddb3bb1,f77e2ddb3bb1,f77e2ddb3bb1,f77e2ddb3bb1,f77e2ddb3bb1,f77e2ddb3bb1,f77e2ddb3bb1,f77e2ddb3bb1,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/track-a-bridge.test.ts,13d0196d9421,13d0196d9421,13d0196d9421,13d0196d9421,13d0196d9421,13d0196d9421,13d0196d9421,13d0196d9421,13d0196d9421,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/track-a-hydration.test.ts,b9279bb3c1b4,b9279bb3c1b4,b9279bb3c1b4,b9279bb3c1b4,b9279bb3c1b4,b9279bb3c1b4,b9279bb3c1b4,b9279bb3c1b4,b9279bb3c1b4,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/v197/v43-star-brain-source.test.ts,a28db44de5e9,a28db44de5e9,a28db44de5e9,a28db44de5e9,a28db44de5e9,a28db44de5e9,a28db44de5e9,a28db44de5e9,a28db44de5e9,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/vite-env.d.ts,a9a9b9659700,a9a9b9659700,a9a9b9659700,a9a9b9659700,a9a9b9659700,a9a9b9659700,a9a9b9659700,a9a9b9659700,a9a9b9659700,bf144e3cdae6,a9a9b9659700,10,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/tsconfig.json,83a5ffef23fd,83a5ffef23fd,83a5ffef23fd,83a5ffef23fd,83a5ffef23fd,83a5ffef23fd,83a5ffef23fd,83a5ffef23fd,83a5ffef23fd,e64731b38ce3,7c0b7a3dcdfe,10,3,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/tsconfig.node.json,ABSENT,-,-,-,-,-,-,-,-,168c0a9cbef2,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/vite.config.ts,a0fdd26f0f9e,a0fdd26f0f9e,a0fdd26f0f9e,a0fdd26f0f9e,a0fdd26f0f9e,a0fdd26f0f9e,a0fdd26f0f9e,a0fdd26f0f9e,a0fdd26f0f9e,1ecff5f0b674,b93e0ce84684,10,3,CURRENT_MATCHES_SOME_ARCHIVE
design-reference/NUR_true_3D_galaxy_rig_v3.html,ABSENT,-,-,-,-,-,-,-,-,7fd4c53aaf9f,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
design-reference/nur_11121_reference.html,ABSENT,-,-,-,-,-,-,-,-,29efa1c1f035,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docker-compose.dev.yml,dbb362410a7f,dbb362410a7f,dbb362410a7f,dbb362410a7f,dbb362410a7f,dbb362410a7f,dbb362410a7f,dbb362410a7f,dbb362410a7f,-,-,8,1,IDENTICAL_EVERYWHERE
docker-compose.yml,6e3b5e9e23c7,6e3b5e9e23c7,6e3b5e9e23c7,6e3b5e9e23c7,6e3b5e9e23c7,6e3b5e9e23c7,6e3b5e9e23c7,6e3b5e9e23c7,6e3b5e9e23c7,5bfec8634ace,-,9,2,CURRENT_MATCHES_SOME_ARCHIVE
docs/00-foundational-audit.md,44788b64308e,44788b64308e,44788b64308e,44788b64308e,44788b64308e,44788b64308e,44788b64308e,44788b64308e,44788b64308e,-,-,8,1,IDENTICAL_EVERYWHERE
docs/01-founder-intent-recovery.md,758b4cf6fe97,758b4cf6fe97,758b4cf6fe97,758b4cf6fe97,758b4cf6fe97,758b4cf6fe97,758b4cf6fe97,758b4cf6fe97,758b4cf6fe97,-,-,8,1,IDENTICAL_EVERYWHERE
docs/02-full-ui-surface-inventory.md,508a99a5af6d,508a99a5af6d,508a99a5af6d,508a99a5af6d,508a99a5af6d,508a99a5af6d,508a99a5af6d,508a99a5af6d,508a99a5af6d,-,-,8,1,IDENTICAL_EVERYWHERE
docs/03-feature-to-ui-to-backend-map.md,793b5d9c0a66,793b5d9c0a66,793b5d9c0a66,793b5d9c0a66,793b5d9c0a66,793b5d9c0a66,793b5d9c0a66,793b5d9c0a66,793b5d9c0a66,-,-,8,1,IDENTICAL_EVERYWHERE
docs/04-am-technology-integration-map.md,a6ca64e69c28,a6ca64e69c28,a6ca64e69c28,a6ca64e69c28,a6ca64e69c28,a6ca64e69c28,a6ca64e69c28,a6ca64e69c28,a6ca64e69c28,-,-,8,1,IDENTICAL_EVERYWHERE
docs/05-nur-total-system-architecture.md,2e526aaf6a7f,2e526aaf6a7f,2e526aaf6a7f,2e526aaf6a7f,2e526aaf6a7f,2e526aaf6a7f,2e526aaf6a7f,2e526aaf6a7f,2e526aaf6a7f,-,-,8,1,IDENTICAL_EVERYWHERE
docs/06-v197-preservation-and-extension-plan.md,a864df5b3572,a864df5b3572,a864df5b3572,a864df5b3572,a864df5b3572,a864df5b3572,a864df5b3572,a864df5b3572,a864df5b3572,-,-,8,1,IDENTICAL_EVERYWHERE
docs/07-track-a-vs-track-b-truth-table.md,48a6d7422278,48a6d7422278,48a6d7422278,48a6d7422278,48a6d7422278,48a6d7422278,48a6d7422278,48a6d7422278,48a6d7422278,-,-,8,1,IDENTICAL_EVERYWHERE
docs/08-glow-economy-spec.md,bf62242016b8,bf62242016b8,bf62242016b8,bf62242016b8,bf62242016b8,bf62242016b8,bf62242016b8,bf62242016b8,bf62242016b8,-,-,8,1,IDENTICAL_EVERYWHERE
docs/09-star-systems-spec.md,d8a08160ac20,d8a08160ac20,d8a08160ac20,d8a08160ac20,d8a08160ac20,d8a08160ac20,d8a08160ac20,d8a08160ac20,d8a08160ac20,-,-,8,1,IDENTICAL_EVERYWHERE
docs/10-today-body-mind-life-spec.md,2ce383b41f69,2ce383b41f69,2ce383b41f69,2ce383b41f69,2ce383b41f69,2ce383b41f69,2ce383b41f69,2ce383b41f69,2ce383b41f69,-,-,8,1,IDENTICAL_EVERYWHERE
docs/11-map-timeline-prediction-spec.md,cb5ca8bef5f9,cb5ca8bef5f9,cb5ca8bef5f9,cb5ca8bef5f9,cb5ca8bef5f9,cb5ca8bef5f9,cb5ca8bef5f9,cb5ca8bef5f9,cb5ca8bef5f9,-,-,8,1,IDENTICAL_EVERYWHERE
docs/35-language-translation-engine.md,b29993a24268,b29993a24268,b29993a24268,b29993a24268,b29993a24268,b29993a24268,b29993a24268,b29993a24268,b29993a24268,-,-,8,1,IDENTICAL_EVERYWHERE
docs/37-frontend-forensic-rebuild-audit.md,1d9b05ac5e3f,1d9b05ac5e3f,1d9b05ac5e3f,1d9b05ac5e3f,1d9b05ac5e3f,1d9b05ac5e3f,1d9b05ac5e3f,1d9b05ac5e3f,1d9b05ac5e3f,-,-,8,1,IDENTICAL_EVERYWHERE
docs/38-frontend-forensic-rebuild-final-report.md,3f3f767d1a32,3f3f767d1a32,3f3f767d1a32,3f3f767d1a32,3f3f767d1a32,3f3f767d1a32,3f3f767d1a32,3f3f767d1a32,3f3f767d1a32,-,-,8,1,IDENTICAL_EVERYWHERE
docs/API_CONTRACT.md,ABSENT,-,-,-,-,-,-,-,-,89f79e7f75b9,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/ARCHITECTURE.md,ABSENT,-,-,-,-,-,-,-,-,d26b58b562ec,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/BUILD_LOG.md,ABSENT,-,-,-,-,-,-,-,-,b28ff689195f,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/DEFERRED_UI_WORK.md,ABSENT,-,-,-,-,-,-,-,-,63d58e3f283f,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/DEMO_GUIDE.md,ABSENT,-,-,-,-,-,-,-,-,544baac03259,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/FABLE_EXECUTION_LEDGER.md,97cf954da6ff,97cf954da6ff,97cf954da6ff,97cf954da6ff,97cf954da6ff,97cf954da6ff,97cf954da6ff,97cf954da6ff,97cf954da6ff,-,-,8,1,IDENTICAL_EVERYWHERE
docs/FABLE_RECOVERY_STATUS.md,aa5bbee50a7c,aa5bbee50a7c,aa5bbee50a7c,aa5bbee50a7c,aa5bbee50a7c,aa5bbee50a7c,aa5bbee50a7c,aa5bbee50a7c,aa5bbee50a7c,-,-,8,1,IDENTICAL_EVERYWHERE
docs/FINAL_BACKEND_HANDOFF.md,ABSENT,-,-,-,-,-,-,-,-,4f600fd1d1ae,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/FRONTEND_PWA_HANDOFF.md,ABSENT,-,-,-,-,-,-,-,-,3855c48a10c0,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/GALAXY_EVENT_MODEL.md,ABSENT,-,-,-,-,-,-,-,-,afa03c3df40e,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/GALAXY_VISUAL_LANGUAGE.md,ABSENT,-,-,-,-,-,-,-,-,e2abdb99a7e4,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/IMPLEMENTATION_AUDIT.md,ABSENT,-,-,-,-,-,-,-,-,a3a5257c2ab0,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/IMPLEMENTATION_LOG.md,ABSENT,-,-,-,-,-,-,-,-,6069d637d580,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/INTRO_PARTICLE_SYSTEM.md,ABSENT,-,-,-,-,-,-,-,-,cef2298d1717,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/PRIVACY_AND_DATA_FLOW.md,ABSENT,-,-,-,-,-,-,-,-,8b6002106e9e,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/PRODUCT_STRATEGY.md,ABSENT,-,-,-,-,-,-,-,-,fb874750a26d,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/SAFETY_DESIGN.md,ABSENT,-,-,-,-,-,-,-,-,d914d56abadc,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/SECURITY.md,ABSENT,-,-,-,-,-,-,-,-,1a1ece922cbc,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/UI_IMPLEMENTATION_LOG.md,ABSENT,-,-,-,-,-,-,-,-,b285f2e89bb4,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
docs/am-projects-product-spec.md,8572c1411dff,8572c1411dff,8572c1411dff,8572c1411dff,8572c1411dff,8572c1411dff,8572c1411dff,8572c1411dff,8572c1411dff,-,-,8,1,IDENTICAL_EVERYWHERE
docs/analytics-experiment-plan.md,7ffbe251a212,7ffbe251a212,7ffbe251a212,7ffbe251a212,7ffbe251a212,7ffbe251a212,7ffbe251a212,7ffbe251a212,7ffbe251a212,-,-,8,1,IDENTICAL_EVERYWHERE
docs/backend-reuse-inventory.md,5888d47d6ab8,5888d47d6ab8,5888d47d6ab8,5888d47d6ab8,5888d47d6ab8,5888d47d6ab8,5888d47d6ab8,5888d47d6ab8,5888d47d6ab8,-,-,8,1,IDENTICAL_EVERYWHERE
docs/billing-entitlement-spec.md,3615697d9996,3615697d9996,3615697d9996,-,-,3615697d9996,3615697d9996,3615697d9996,3615697d9996,-,-,6,1,IDENTICAL_EVERYWHERE
docs/community-ssr-architecture.md,cac00f5e7fe7,cac00f5e7fe7,cac00f5e7fe7,cac00f5e7fe7,cac00f5e7fe7,cac00f5e7fe7,cac00f5e7fe7,cac00f5e7fe7,cac00f5e7fe7,-,-,8,1,IDENTICAL_EVERYWHERE
docs/conflict-and-supersession-report.md,148b59880456,148b59880456,148b59880456,148b59880456,148b59880456,148b59880456,148b59880456,148b59880456,148b59880456,-,-,8,1,IDENTICAL_EVERYWHERE
docs/consultation-system.md,016585db60b9,016585db60b9,016585db60b9,016585db60b9,016585db60b9,016585db60b9,016585db60b9,016585db60b9,016585db60b9,-,-,8,1,IDENTICAL_EVERYWHERE
docs/context-capsule-spec.md,49de22400090,49de22400090,49de22400090,49de22400090,49de22400090,49de22400090,49de22400090,49de22400090,49de22400090,-,-,8,1,IDENTICAL_EVERYWHERE
docs/data-flow-map.md,b740e4267423,b740e4267423,b740e4267423,b740e4267423,b740e4267423,b740e4267423,b740e4267423,b740e4267423,b740e4267423,-,-,8,1,IDENTICAL_EVERYWHERE
docs/engagement-loop-spec.md,d2e450c4a1f4,d2e450c4a1f4,d2e450c4a1f4,d2e450c4a1f4,d2e450c4a1f4,d2e450c4a1f4,d2e450c4a1f4,d2e450c4a1f4,d2e450c4a1f4,-,-,8,1,IDENTICAL_EVERYWHERE
docs/founder-intent-recovery.md,3cfcf869137f,3cfcf869137f,3cfcf869137f,3cfcf869137f,3cfcf869137f,3cfcf869137f,3cfcf869137f,3cfcf869137f,3cfcf869137f,-,-,8,1,IDENTICAL_EVERYWHERE
docs/glow-points-economy.md,7d97f54e0ace,7d97f54e0ace,7d97f54e0ace,7d97f54e0ace,7d97f54e0ace,7d97f54e0ace,7d97f54e0ace,7d97f54e0ace,7d97f54e0ace,-,-,8,1,IDENTICAL_EVERYWHERE
docs/group-nur-architecture.md,ad21dd167c9b,ad21dd167c9b,ad21dd167c9b,ad21dd167c9b,ad21dd167c9b,ad21dd167c9b,ad21dd167c9b,ad21dd167c9b,ad21dd167c9b,-,-,8,1,IDENTICAL_EVERYWHERE
docs/intelligence-kernel.md,b49dd8e48349,b49dd8e48349,b49dd8e48349,b49dd8e48349,b49dd8e48349,b49dd8e48349,b49dd8e48349,b49dd8e48349,b49dd8e48349,-,-,8,1,IDENTICAL_EVERYWHERE
docs/interaction-registry.json,f51c97f94432,f51c97f94432,f51c97f94432,f51c97f94432,f51c97f94432,f51c97f94432,f51c97f94432,f51c97f94432,f51c97f94432,-,-,8,1,IDENTICAL_EVERYWHERE
docs/interaction-registry.md,e883e3c75972,e883e3c75972,e883e3c75972,e883e3c75972,e883e3c75972,e883e3c75972,e883e3c75972,e883e3c75972,e883e3c75972,-,-,8,1,IDENTICAL_EVERYWHERE
docs/missing-backend-build-map.md,d9f546ac6ead,d9f546ac6ead,d9f546ac6ead,d9f546ac6ead,d9f546ac6ead,d9f546ac6ead,d9f546ac6ead,d9f546ac6ead,d9f546ac6ead,-,-,8,1,IDENTICAL_EVERYWHERE
docs/mobile-pwa-plan.md,7f3199b50d4f,7f3199b50d4f,7f3199b50d4f,7f3199b50d4f,7f3199b50d4f,7f3199b50d4f,7f3199b50d4f,7f3199b50d4f,7f3199b50d4f,-,-,8,1,IDENTICAL_EVERYWHERE
docs/notification-reengagement-spec.md,ba4f291e98c9,ba4f291e98c9,ba4f291e98c9,ba4f291e98c9,ba4f291e98c9,ba4f291e98c9,ba4f291e98c9,ba4f291e98c9,ba4f291e98c9,-,-,8,1,IDENTICAL_EVERYWHERE
docs/omega-spec.md,1e53aca70c2c,1e53aca70c2c,1e53aca70c2c,1e53aca70c2c,1e53aca70c2c,1e53aca70c2c,1e53aca70c2c,1e53aca70c2c,1e53aca70c2c,-,-,8,1,IDENTICAL_EVERYWHERE
docs/presentation-auth-recovery.md,818a3ad4c8c3,818a3ad4c8c3,818a3ad4c8c3,818a3ad4c8c3,818a3ad4c8c3,818a3ad4c8c3,818a3ad4c8c3,818a3ad4c8c3,818a3ad4c8c3,-,-,8,1,IDENTICAL_EVERYWHERE
docs/reference/entry_decoded_v197.html,cdeac0c85743,cdeac0c85743,cdeac0c85743,cdeac0c85743,cdeac0c85743,cdeac0c85743,cdeac0c85743,cdeac0c85743,cdeac0c85743,-,-,8,1,IDENTICAL_EVERYWHERE
docs/reference/universe_decoded_v197.html,3cff07b31e83,3cff07b31e83,3cff07b31e83,3cff07b31e83,3cff07b31e83,3cff07b31e83,3cff07b31e83,3cff07b31e83,3cff07b31e83,-,-,8,1,IDENTICAL_EVERYWHERE
docs/release/v197-control-matrix.json,06f4c73336f8,06f4c73336f8,-,-,-,06f4c73336f8,-,-,-,-,-,2,1,IDENTICAL_EVERYWHERE
docs/release/v197-control-matrix.md,7d4f03b7f1b3,7d4f03b7f1b3,-,-,-,7d4f03b7f1b3,-,-,-,-,-,2,1,IDENTICAL_EVERYWHERE
docs/remaining-gaps.md,88798f2b6e3c,88798f2b6e3c,88798f2b6e3c,38f680817833,38f680817833,88798f2b6e3c,88798f2b6e3c,88798f2b6e3c,88798f2b6e3c,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
docs/research-informed-product-decisions.md,8a65351c869a,8a65351c869a,8a65351c869a,8a65351c869a,8a65351c869a,8a65351c869a,8a65351c869a,8a65351c869a,8a65351c869a,-,-,8,1,IDENTICAL_EVERYWHERE
docs/research-web-expert-tender-spec.md,d63b203d0d55,d63b203d0d55,d63b203d0d55,d63b203d0d55,d63b203d0d55,d63b203d0d55,d63b203d0d55,d63b203d0d55,d63b203d0d55,-,-,8,1,IDENTICAL_EVERYWHERE
docs/route-map.md,ce5d98127211,ce5d98127211,ce5d98127211,dfeb33a4a2cc,dfeb33a4a2cc,ce5d98127211,ce5d98127211,ce5d98127211,ce5d98127211,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
docs/security-boundary-map.md,24e08ae52e0a,24e08ae52e0a,24e08ae52e0a,18856553673b,18856553673b,24e08ae52e0a,24e08ae52e0a,24e08ae52e0a,24e08ae52e0a,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
docs/source-authority-report.md,4d3e0e271766,4d3e0e271766,4d3e0e271766,4d3e0e271766,4d3e0e271766,4d3e0e271766,4d3e0e271766,4d3e0e271766,4d3e0e271766,-,-,8,1,IDENTICAL_EVERYWHERE
docs/streaks-quests-levels.md,27a73c4b675b,27a73c4b675b,27a73c4b675b,27a73c4b675b,27a73c4b675b,27a73c4b675b,27a73c4b675b,27a73c4b675b,27a73c4b675b,-,-,8,1,IDENTICAL_EVERYWHERE
docs/test-plan.md,bef7737f5ad1,bef7737f5ad1,bef7737f5ad1,a8143b11f7b0,a8143b11f7b0,bef7737f5ad1,bef7737f5ad1,bef7737f5ad1,bef7737f5ad1,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
docs/v197-adjuncts/capsule-contract.md,ba96ad735cd7,ba96ad735cd7,ba96ad735cd7,ba96ad735cd7,ba96ad735cd7,ba96ad735cd7,ba96ad735cd7,ba96ad735cd7,ba96ad735cd7,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v197-adjuncts/omega-contract.md,34588a8521e2,34588a8521e2,34588a8521e2,34588a8521e2,34588a8521e2,34588a8521e2,34588a8521e2,34588a8521e2,34588a8521e2,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v197-adjuncts/settings-contract.md,fbe41dab6dde,fbe41dab6dde,fbe41dab6dde,fbe41dab6dde,fbe41dab6dde,fbe41dab6dde,fbe41dab6dde,fbe41dab6dde,fbe41dab6dde,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v197-before-after.md,11ad4ec8dcda,11ad4ec8dcda,11ad4ec8dcda,11ad4ec8dcda,11ad4ec8dcda,11ad4ec8dcda,11ad4ec8dcda,11ad4ec8dcda,11ad4ec8dcda,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v197-control-backend-map.md,514adeaed951,514adeaed951,6e287a3d3209,6e287a3d3209,6e287a3d3209,514adeaed951,514adeaed951,6e287a3d3209,6e287a3d3209,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
docs/v197-parity-inventory.md,fa35002c380f,fa35002c380f,fa35002c380f,fa35002c380f,fa35002c380f,fa35002c380f,fa35002c380f,fa35002c380f,fa35002c380f,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v197-performance-report.md,f9b5e2998f63,f9b5e2998f63,f9b5e2998f63,f9b5e2998f63,f9b5e2998f63,f9b5e2998f63,f9b5e2998f63,f9b5e2998f63,f9b5e2998f63,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v197-phase1-scope.md,fd71ea599806,fd71ea599806,fd71ea599806,fd71ea599806,fd71ea599806,fd71ea599806,fd71ea599806,fd71ea599806,fd71ea599806,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v197-premium-polish-plan.md,2bee003c2781,2bee003c2781,2bee003c2781,2bee003c2781,2bee003c2781,2bee003c2781,2bee003c2781,2bee003c2781,2bee003c2781,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v5/CODEX_NUR_COMPLETION_ORCHESTRATOR_V5_20260713.md,e93861489274,e93861489274,e93861489274,e93861489274,e93861489274,e93861489274,e93861489274,e93861489274,e93861489274,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v5/NUR_EXACT_STATUS_LEDGER_V5_20260713.md,ff1e045f0c61,ff1e045f0c61,ff1e045f0c61,ff1e045f0c61,ff1e045f0c61,ff1e045f0c61,ff1e045f0c61,ff1e045f0c61,ff1e045f0c61,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v5/NUR_LIVING_INTELLIGENCE_MASTERPLAN_V5_20260713.md,3bed1074e9f6,3bed1074e9f6,3bed1074e9f6,3bed1074e9f6,3bed1074e9f6,3bed1074e9f6,3bed1074e9f6,3bed1074e9f6,3bed1074e9f6,-,-,8,1,IDENTICAL_EVERYWHERE
docs/v5/NUR_V5_MASTERPACK_MANIFEST_20260713.json,0cb398b43376,0cb398b43376,0cb398b43376,0cb398b43376,0cb398b43376,0cb398b43376,0cb398b43376,0cb398b43376,0cb398b43376,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/auth-runtime-browser-proof.mjs,062d185d3bba,062d185d3bba,062d185d3bba,062d185d3bba,062d185d3bba,062d185d3bba,062d185d3bba,062d185d3bba,062d185d3bba,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/boot-smoke.sh,08d3959de4c3,08d3959de4c3,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
infra/scripts/bootstrap-dev.sh,3e55cdbd7466,bb4982e3419d,bb4982e3419d,bb4982e3419d,bb4982e3419d,bb4982e3419d,3e55cdbd7466,bb4982e3419d,bb4982e3419d,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
infra/scripts/build-week-gate.sh,ABSENT,-,d0c22b311ac8,473c9d2da808,473c9d2da808,-,-,d0c22b311ac8,d0c22b311ac8,-,-,5,2,ARCHIVE_ONLY_NOT_IN_CURRENT
infra/scripts/check-v197-integrity.sh,4fc60995310c,4fc60995310c,4fc60995310c,4fc60995310c,4fc60995310c,4fc60995310c,4fc60995310c,4fc60995310c,4fc60995310c,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/configure-openai-local.sh,e4fb0d384443,e4fb0d384443,e4fb0d384443,aad14dced95a,aad14dced95a,e4fb0d384443,e4fb0d384443,e4fb0d384443,e4fb0d384443,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
infra/scripts/dev-backup.sh,46863a0a7676,46863a0a7676,46863a0a7676,46863a0a7676,46863a0a7676,46863a0a7676,46863a0a7676,46863a0a7676,46863a0a7676,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/dev-doctor.sh,98c67f3141a2,98c67f3141a2,98c67f3141a2,98c67f3141a2,98c67f3141a2,98c67f3141a2,98c67f3141a2,98c67f3141a2,98c67f3141a2,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/dev-restore.sh,3e91944db217,3e91944db217,3e91944db217,3e91944db217,3e91944db217,3e91944db217,3e91944db217,3e91944db217,3e91944db217,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/dr-backup.sh,6a65c9b25249,6a65c9b25249,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
infra/scripts/dr-drill.sh,8d5c1b2c1dd8,8d5c1b2c1dd8,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
infra/scripts/dr-restore.sh,50a6efac24d4,50a6efac24d4,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
